item_name,brands,label
Diet Coke Caffiene Free,coke,0
BVC - Bottle Mountain Dew Throwback 20oz,pepsi,1
canada Dry - Seltzer Water pom c,canada dry,2
Can Pepsi Zero Max,pepsi,1
MTN Dew Gingerbread Snapd 20oz,pepsi,1
Bottle Mountain Dew Baja Blast Z,pepsi,1
Coke Dreamworld Zero 20oz,coke,0
Cherry Coca Cola,coke,0
canada Dry - Seltzer Water Lemon,canada dry,2
BVC - Canada Dry Sparkling seltzer berry,canada dry,2
coca cola vanilla,coke,0
BVC - Canada Dry Mandarin,canada dry,2
Pepsi Kickstart Orange Citrus 12oz,pepsi,1
BVC - Canada Dry Mandarin Orange,canada dry,2
BVC - Bottle Pepsi Zero Sugar Lions,pepsi,1
"Coke Cherry Zero Sugar, 12 oz. c",coke,0
Canada Dry Seltzer,canada dry,2
Bottle Mountain Dew Throwback 20oz,pepsi,1
Bottle Cherry Coke 20oz,coke,0
Coke Diet Caffeine Free 20oz,coke,0
Bottle Coke Cherry Vanilla12oz,coke,0
Can Coke w/ Coffee Caramel,coke,0
R- Cherry Vanilla Coke Zero 20oz,coke,0
Coca Cola Cherry Zero 20 oz,coke,0
BVC - Can Mountain Dew Voltage 12oz,pepsi,1
Cherry Coke 20 oz.,coke,0
BVC - Mountain Dew Diet 20,pepsi,1
Canada Dry Mand orange 12 FL oz,canada dry,2
BVC Diet Pepsi,pepsi,1
Bev Coke zero,coke,0
Diet Coke 20 oz bottle ,coke,0
Coke Coffee Vanilla,coke,0
BVC - Canada Dry Ginger Ale Diet,canada dry,2
PEPSI Max 20oz Bottle,pepsi,1
BVC - Bottle Mountain Dew 20 oz,pepsi,1
20z Pepsi Btl,pepsi,1
BVC - Bottle Mountain Dew White ,pepsi,1
BVC - Mountain Dew Baja Punch 20 oz,pepsi,1
Coca Cola Coffee Vanilla12oz,coke,0
Mountain Dew Peach Mango Dawn,pepsi,1
BVC - Can Canada Dry Ginger Ale ,canada dry,2
BVC - Pepsi Nitro Draft 13.65oz,pepsi,1
Bottle Coke Orange Vanilla 20oz,coke,0
BVC - Coke Classic 16oz,coke,0
CFA Fountain Coke Large ,coke,0
diet pepsie,pepsi,1
Pepsi Wild Cherry 20 FL oz,pepsi,1
Soda Mountain Dew  major melon z,pepsi,1
canada dry ginger lemon lime,canada dry,2
BVC - Pepsi Cherry,pepsi,1
Bottle Mountain Dew Voo Dew 20oz,pepsi,1
Cherry Coke - 20oz,coke,0
Coca-Cola Coffee Vanilla,coke,0
Can Coke,coke,0
MTN Dew Voo Dew,pepsi,1
BVC - Bottle Coke vanilla 20oz(1),coke,0
Bottle Aluminum Coke Zer,coke,0
Coke with Coffee Dark Blend,coke,0
Wild Cherry Pepsi 20oz,pepsi,1
Soda Pepsi 2 Liter,pepsi,1
Bev - Mountain Dew Baja Blast,pepsi,1
Bottle Aluminum Coke Diet 8.5oz,coke,0
Soda Diet Pepsi can,pepsi,1
Can Diet Pepsi,pepsi,1
BVC - Mountain Dew 20 oz Baja Blast(1),pepsi,1
BVC Bottle Mountain Dew 20oz,pepsi,1
13.65oz Nitro Pepsi Can,pepsi,1
Dt Pepsi 12oz Can,pepsi,1
Diet Coke - Wingit,coke,0
Coke 20oz Asado,coke,0
Coke with Coffee Caramel,coke,0
BVC - coke with coffee 12oz,coke,0
canada Dry -original seltzer wat,canada dry,2
Bottle Pepsi Diet Wild Cherry 20oz,pepsi,1
MTN Dew Rise TropSun,pepsi,1
BVC - Bottle Canada Dry Ginger Ale & Lemonade 20oz,canada dry,2
BVC - Cherry Vanilla Coke,coke,0
Coca Cola with Coffee Vanilla,coke,0
Can Soda - Diet Coke,coke,0
Coke Zero  20 oz bottle ,coke,0
Canada Dry BTL,canada dry,2
Soda Diet Coke Caffeine Free 20o,coke,0
COCA COLA  20 0Z,coke,0
Pepsi/ Mountain Dew 20oz any fla,pepsi,1
Coca Cola with Coffee Vanilla,coke,0
Diet Coke20 oz,coke,0
Coke Cherry 20z,coke,0
Canada Dry Ginger Cranb. 12oz(1),canada dry,2
Mtn Dew Major Melon 20oz,pepsi,1
Diet Coke - 20oz,coke,0
Diet Coke 16oz Can,coke,0
Bottle Coke Cherry vanilla,coke,0
BVC Bottle Coke Vanilla 20z,coke,0
R NOO | Coke | Coca Cola Imported GLS 355 M,coke,0
Diet Coke 7.5oz,coke,0
Canada Dry Cranberry Ginger Ale ,canada dry,2
BVC-Bottle Mountain Dew Zero 20oz,pepsi,1
Speedster - Diet Coke,coke,0
BVC - Coke SpriteTrop,coke,0
BVC Pepsi Cherry,pepsi,1
BVC - Coke 20 oz,coke,0
COCA COLA  - MINI COCA COLA - 7.5OZ,coke,0
Mountain Dew Liberty Bre,pepsi,1
BVC -  Bottled Pepsi Blue,pepsi,1
Add a 20oz Diet Pepsi,pepsi,1
MTN Dew Rise CHerry lime lift,pepsi,1
Coke Zero  20 oz.,coke,0
BVC - Bottle Pepsi Diet Pepsi,pepsi,1
Bottle Coke Cherry Vanilla Zero ,coke,0
Coke Hecho en Mexico,coke,0
BVC - 20oz Diet MTN Dew,pepsi,1
Coca Cola Diet Coke 20oz,coke,0
Diet Mtn Dew 20 oz,pepsi,1
BVC - Bottle Canada Dry Peach 20oz,canada dry,2
Diet pepsi 12oz Can,pepsi,1
Diet Coke Ginger Lime 12oz,coke,0
Dt Pepsi 12oz,pepsi,1
Canada Dry 20oz,canada dry,2
Coca Cola Zero Sugar 20 fl oz,coke,0
Bottle Mountain Dew Voo Dew 20oz,pepsi,1
Pepsi Zero Wild Cherry,pepsi,1
BVC - Pepsi Nitro Vanilla Draft 13.65oz,pepsi,1
BVC-Can Mountain Dew Diet 12oz,pepsi,1
BVC - Bottle Coke Vanilla 20oz,coke,0
BVC - Pepsi Mist Twist Lemon Lime 20oz,pepsi,1
Bottle Mountain Dew White Out 20oz,pepsi,1
Coke Zero Cherry Vanilla,coke,0
Mtn Dew Regular 20oz,pepsi,1
Mountain Dew Code Red,pepsi,1
Bottle Diet Coke,coke,0
Mountain Dew Baja Flash,pepsi,1
Bev Coke 20oz. 1,coke,0
Coke Cherry 20oz,coke,0
cherry vailla coke,coke,0
BVC - Can Mountain Dew 12oz,pepsi,1
Can Mountain Dew Kickstart Mango,pepsi,1
Cherry Coke 12oz,coke,0
.99 canned  Mtn Dew,pepsi,1
Can Coca-Cola Zero Sugar 12oz,coke,0
Coca Cola Coffee Dark Blend 12 o,coke,0
12 ounce diet coke,coke,0
Diet Pepsi 20oz.,pepsi,1
Bottle Canada Dry Triple Berry S,canada dry,2
Bev - Canada Dry Ginger Ale (20oz),canada dry,2
BVC - Bottle Canada Dry Sparkling Water Cran Lime,canada dry,2
Cherry Coke Energy Drink,coke,0
MTN DEW MELON,pepsi,1
Bottle Mountain Dew Livewire 20o,pepsi,1
BVC - Bottle Pepsi Diet Code Red,pepsi,1
BVC - 20oz MTN Dew,pepsi,1
BVC- Diet Pepsi,pepsi,1
BVC - Bottle Canada Dry Lemon Lime 16.9oz,canada dry,2
Medium Coke CherryÂ®,coke,0
Bottle Canada Dry Ginger Ale,canada dry,2
BVC - Bottle Coke Vanilla Cherry,coke,0
Coke w/ Coffee Dark Blend,coke,0
Coke Zero Cherry 12fl oz,coke,0
BVC - Coke Orange Vanilla,coke,0
Cherry Coke 20oz.,coke,0
Pepsi Zero  20oz,pepsi,1
Coca Cola Zero Can,coke,0
Coca-Cola .5 Liter,coke,0
Pepsi Zero - 20oz,pepsi,1
BottleÂ 20 oz.Â Soda COKE ZERO,coke,0
Coke can 12oz,coke,0
M NSM | COKE | CHERRY BTL 20 F,coke,0
Mtn Dew Voltage 20oz,pepsi,1
BVC -  Bottled Pepsi Mango Zero Sugar 20oz(1),pepsi,1
bvc - bottle pepsi diet 20oz,pepsi,1
Canada Dry Green Tea Ginger Ale,canada dry,2
BVC - Bottle Coke Zero Aluminum 8.5oz,coke,0
BVC - Bottle Mtn Dew Baja Flash,pepsi,1
M NSM | Coke | Classic BTL 20 F,coke,0
BVC-Pepsi Nitro,pepsi,1
MTN Dew Rise Pomegranate blue burst,pepsi,1
Bev-20 oz Coke,coke,0
$1 Pepsi Bottle,pepsi,1
Mountain Dew RISE tropical Sunri,pepsi,1
Bottle 20 oz. Soda COKE,coke,0
BVC - Mtn Dew Zero Melon,pepsi,1
Coke Original 20oz,coke,0
BVC Coke 12oz Diet,coke,0
Bev- 20oz Diet Coke,coke,0
Pepsi 12oz can,pepsi,1
BVC - 356 Diet Coke,coke,0
.40 PEPSI CAN,pepsi,1
Coke Zero Cherry 20 oz.,coke,0
BVC -Diet Pepsi 20 oz,pepsi,1
Soda Diet Coke Zesty Ora,coke,0
Bottle Mtn Dew Voltage 20oz,pepsi,1
BOTTLE PEPSI DIET 20z,pepsi,1
Mountain Dew Baja Blast,pepsi,1
mtn dew kickstart midnight grape,pepsi,1
MTN DEW ZERO SUGAR,pepsi,1
Soda Coke 20oz Bottle,coke,0
Canada Dry Tonic Water,canada dry,2
Bottle Mountain Dew 20oz1,pepsi,1
Coca Cola Orange Vanilla 20oz.,coke,0
Coke Zero - 20oz,coke,0
Pepsi Nitro Vanilla,pepsi,1
Coca-Cola with Coffee 12oz - Dark Blend,coke,0
Mtn Dew Zero 20oz,pepsi,1
"2 for $3, Coke Product",coke,0
BVC - Bottle Coke Diet C,coke,0
R NSM BTL Coke 20 F PKG,coke,0
BVC - Bottle Canada Dry Blackberry Ginger Ale 20oz,canada dry,2
Coca Cola Coffee Caramel 12oz,coke,0
12 oz Diet Coke,coke,0
BVC - Canada Dry Ginger Ale,canada dry,2
Diet CF Coke,coke,0
Coke Coffee Caramel,coke,0
Bottle Mountain Dew Zero Sugar 20oz,pepsi,1
Cherry vanilla Coke Zero,coke,0
Mountain Dew - 20oz,pepsi,1
Drink Orange Vanilla Zero Coca Cola 20oz,coke,0
20 oz DIET MOUNTAIN DEW,pepsi,1
Soda Mountain Dew Energy,pepsi,1
Large Coca-ColaÂ®,coke,0
Soda Coke Zero Cherry Vanilla 20,coke,0
Pepsi - Original,pepsi,1
BVC Coke Cherry Vanilla,coke,0
Diet Coke - can,coke,0
.99 canned coke zero,coke,0
BVC - Cherry Coke 20oz,coke,0
BVC - Canada Dry Sparkling Green Tea,canada dry,2
NEX - Bottle Pepsi Zero 20oz,pepsi,1
"Pepsi Max, Diet  Bottle",pepsi,1
Coca Cola Classic Bottle 8oz,coke,0
BVC - Bottle Zero Pepsi 20oz,pepsi,1
Bottle Pepsi 20o,pepsi,1
Diet Coke Diet 24 oz.,coke,0
Bottle Pepsi Diet  20oz,pepsi,1
BVC - Coke Zero_Orange Vanilla (20 oz Bottle),coke,0
BVC - Bottle Mountain Dew Zero Sugar,pepsi,1
BVC - Can Mountain Dew Zero 12oz,pepsi,1
Coke Zero Sugar 20oz,coke,0
Pepsi 0 sugar wild cherry,pepsi,1
Bottle Coke Orange Vanilla 20oz,coke,0
2 for 2.49 Coke,coke,0
Soda Coca Cola Caffeine ,coke,0
Coke- Zero Cherry 20oz*,coke,0
Bottle coke classic 12oz,coke,0
Bottle Coca Coke Classic 20oz,coke,0
Mtn Dew 20 oz.,pepsi,1
Coke Zero Orange Vanilla 20 oz,coke,0
Pepsi Soda / Drink,pepsi,1
20oz diet coke,coke,0
Mexican Coke Glass Bottle,coke,0
Diet Coke Fiesty Cherry 12oz,coke,0
Coke Zero Sugar 12oz,coke,0
Coke with Coffee Vanilla,coke,0
BVC - Can Coke Cherry 12oz,coke,0
Diet Pepsi 20 oz bottle ,pepsi,1
Mtn Dew  20oz,pepsi,1
Coke Canned Coffee,coke,0
BVC - Can Pepsi Cherry Zero Sugar 12oz,pepsi,1
BVC-Bottle Coke Black Cherry Vanilla Zero 20oz,coke,0
Diet Pepsi - 20oz,pepsi,1
Mtn Dew Live Wire,pepsi,1
Coca Cola,coke,0
Coca Cola Energy Coke 12oz Sleek,coke,0
Diet Pepsi can,pepsi,1
Coke Zero Can 12oz,coke,0
Cherry Coke 20 oz.,coke,0
Bottle Coca-Cola Sprite 12 Fl Oz,coke,0
Coke Cherry vanilla,coke,0
Mountain Dew Rise Berry Blitz 16 oz.,pepsi,1
Pepsi Mt. Dew Maui Burst 20oz.,pepsi,1
Pepsi Can 16oz,pepsi,1
Coca Cola with Coffee,coke,0
BVC - Bottle Mountain Dew  Bja Blast 20oz,pepsi,1
Canada Dry Bold Ginger A,canada dry,2
BVC - Bottle diet Pepsi,pepsi,1
BVC - Mountain Dew Live ,pepsi,1
Bottle Diet Coke 20oz,coke,0
Coke Glass Bottle 355ml,coke,0
Coca Cola Starlight Zero Sugar 2,coke,0
Coca Cola with Coffee Caramel,coke,0
Bottle Coke Classic,coke,0
Soda Mountain Dew 2 Lite,pepsi,1
BVC - Can Canada Dry Lemonade Gingerale 12oz,canada dry,2
BVC - Bottle Canada Dry Vanilla ,canada dry,2
COCA-COLA VANILLA,coke,0
Bottle Canada Dry Pomegrante Che,canada dry,2
Mountain Dew 12 oz can ,pepsi,1
Diet Pepsi can 12oz,pepsi,1
BVC  Pepsi,pepsi,1
BVC - Pepsi 20oz Max Zero,pepsi,1
BVC-Can Coke 12oz,coke,0
BVC- Soda 20 oz Pepsi diet wild cherry,pepsi,1
1 20oz Pepsi Bottle,pepsi,1
Diet Coke CF,coke,0
Mtn Dew major melon,pepsi,1
Pepsi diet,pepsi,1
Coke Zero Cherry - 20oz,coke,0
PEPSI 12oz CAN,pepsi,1
Can Diet Mtn Dew 12oz,pepsi,1
MOUNTAIN DEW DIET 20OZ,pepsi,1
Pepsi 2 for $3,pepsi,1
Pepsi Diet  20 oz,pepsi,1
Diet Pepsi 12oz. can,pepsi,1
Coke Coffee,coke,0
Coca Cola with Coffee Caramel,coke,0
Mountain Dew Dewsa,pepsi,1
Can Soda - Coke Zero,coke,0
Bottle Pepsi Diet Pepsi,pepsi,1
"Pepsi, Cherry",pepsi,1
Mountain Dew Liberty Brew,pepsi,1
MTN Dew Voo Dew Mystery Flavor,pepsi,1
Canada Dry Triple Berry Sparkling Seltzer 20oz,canada dry,2
BVC-Can Pepsi 12oz,pepsi,1
cokecherryvanilla,coke,0
Coca-Cola Zero Cherry 20oz,coke,0
Cherry Pepsi 20oz,pepsi,1
Mtn Dew Code Red 20oz,pepsi,1
MTN DEW,pepsi,1
2 for 3.49 Pepsi,pepsi,1
Cherry Coke Zero Sugar,coke,0
SWIRE COKE  - CHERRY COKE  - 20OZ,coke,0
Diet Coke     $2.50             ,coke,0
Coke 7.5oz Can,coke,0
Coca Cola 10oz,coke,0
Soda Coke Lime 12oz Can,coke,0
SAMC Bottled Pepsi,pepsi,1
Coca-Cola Glass 8 oz,coke,0
Coke Caf. Free Diet 20oz,coke,0
CHERRY PEPSI12 PK,pepsi,1
Bev. Diet Pepsi,pepsi,1
Mountain Dew Melon,pepsi,1
Coca Cola 12oz,coke,0
Canada Dry 12oz Can,canada dry,2
Bottle Coke Zero Orange Vanilla ,coke,0
Coke Cherry 0 Sugar 20oz,coke,0
Bottle coke diet 20oz,coke,0
1 20oz Coke Bottle,coke,0
BVC - Diet Pepsi Bottle 20oz,pepsi,1
Bev Pepsi Diet 2,pepsi,1
BVC - Bottle Mountain Dew USA 20oz,pepsi,1
Coke Coffee Mocha,coke,0
Diet Coca Cola Can,coke,0
Can Coke Cherry 12 oz,coke,0
Coke Btl 20oz,coke,0
PEPSI 20 0Z,pepsi,1
20oz Mountain Dew Zero Sugar,pepsi,1
Canada Dry Blackberry Ginger Ale,canada dry,2
BVC Coke 20ox,coke,0
BVC - Canada Dry Mandarin Orange Seltzer,canada dry,2
"BVC - Pepsi Nitro Vanilla Draft Cola, 13.65oz",pepsi,1
Pepsi Cola Cream Soda 20oz,pepsi,1
Bottle Mountain Dew Baja Blast 20oz,pepsi,1
COKE ZERO 20 OZ,coke,0
Coca Cola Energy Coke Cherry 12oz Sleek Can,coke,0
Diet Coke Caffeeine Free - 20oz,coke,0
Coke vanilla,coke,0
Can Diet Pepsi 12oz(1),pepsi,1
Mountain Dew 20 oz,pepsi,1
Can Pepsi Wild Cherry 12oz,pepsi,1
Soda Mountain Dew ZERO 20oz Bott,pepsi,1
Canada Dry Mandarin Orange,canada dry,2
Bottle Coke Starlight Zero,coke,0
Bottle Coke Diet 20oz,coke,0
BVC - Coke Diet Caffeine,coke,0
Soda Coke Zero 20oz Bottl,coke,0
Soda Coke Zero Cherry Vanilla 20oz Bottle,coke,0
Soda Coke Zero 2 L Bottl,coke,0
Bottle Aluminum Coke Energy 12oz,coke,0
Canada Dry Lemonade,canada dry,2
Canada dry ginger ale,canada dry,2
Can Mountain Dew Grape 16oz,pepsi,1
Coca-Cola zero Cherry,coke,0
BVC Bottle Mountain Dew Spark 20oz,pepsi,1
BVC - Can Coca Cola 12z,coke,0
Pepsi Berry Can,pepsi,1
Diet Mtn Dew 12oz,pepsi,1
Mtn. Dew Rise Orange Breeze,pepsi,1
CFA Fountain Coke Medium,coke,0
Coke Zero Sugar 12 0zs,coke,0
Coca cola,coke,0
Canada Dry Lemon Lime,canada dry,2
BVC - Coke Coffee Zero_Vanilla (12 oz),coke,0
Pepsi Blue Plastic 20oz ,pepsi,1
Coke Diet 12oz,coke,0
Pepsi Zero Sugar Can,pepsi,1
starlight coke zero,coke,0
Coke - Cherry,coke,0
BVC - Can Coke Diet Caffeine Free 12oz,coke,0
Coca-Cola with Coffee 12oz - Vanilla,coke,0
Bottle Mountain Dew Major Melon Zero,pepsi,1
Can Coke Cherry12oz,coke,0
20oz Bottle Cherry Coke Zero Sug,coke,0
Pepsi Product,pepsi,1
Pepsi Cherry Can,pepsi,1
Soda Pepsi Zero Sugar Ad,pepsi,1
Mountain Dew Rise- Peach Mango D,pepsi,1
BVC - Vanilla Coke 20 Oz.,coke,0
BVC - Canada Dry Diet,canada dry,2
Cherry Pepsi 12oz Can,pepsi,1
coca cola cherry 16oz can,coke,0
BVC - Bottle Canada Dry Sparkling Water Pomegrate,canada dry,2
20oz Coke Zero Sugar,coke,0
BVC - Bottle Coke Cherry Vanilla 20 oz.,coke,0
"BVC - Bottle Coca Cola, Cherry Coke Zero 20 oz.",coke,0
Pepsi-3 for 4 dollars,pepsi,1
Coca Cola Tum E Yummies Fruit Punch Party 10.1oz,coke,0
Bottle Diet Mountain Dew Zero 20,pepsi,1
Stubborn Soda (Pepsi),pepsi,1
Bottle Pepsi Diet 20oz new,pepsi,1
MTN DEW,pepsi,1
MTN DEW VooDew 20oz,pepsi,1
12 ounce coke classic,coke,0
Mtn Dew Frost Bite 20 oz,pepsi,1
R NSM BTL Cherry Coke 20 F,coke,0
Soda Mountain Dew Diet 20oz bott,pepsi,1
Bottle Coke Oranga Vanilla 20oz(1),coke,0
Coke Glass,coke,0
Mountain Dew Rise- Strawberry Me,pepsi,1
Cherry Coke Zero 20 FL OZ,coke,0
mtn dew,pepsi,1
Soda Mountain Dew Livewire 20oz ,pepsi,1
Coca Cola Bottle,coke,0
Mountain dew Rise,pepsi,1
Diet coke,coke,0
Nitro Pepsi,pepsi,1
Canada Dry BB Ginger Ale 20oz,canada dry,2
Bottle Mountain Dew Liberty 20oz,pepsi,1
COKE 7.5Z - 6PK,coke,0
Coke 0 Sugar 20oz,coke,0
Canned Diet Coke,coke,0
Diet Pepsi Cherry 20 oz,pepsi,1
Pepsi Mt. Dew Purple Thunder 20oz.,pepsi,1
MTN Dew Rise BerryBlitz,pepsi,1
Pepsi Cans 15 ct,pepsi,1
Bottle Canada Dry Mandarin Orange,canada dry,2
Coca-Cola with Coffee 12oz - Caramel,coke,0
.99 canned  diet Mtn Dew,pepsi,1
Coke 12 oz ,coke,0
BVR - Mountain Dew Voltage 20oz,pepsi,1
Coke Classic 12oz,coke,0
Coke 8oz Glass,coke,0
Bottle Coca Cola 12 oz,coke,0
BVC - Dt Pepsi 20oz,pepsi,1
BVC-Bottle Coke Cherry 20oz,coke,0
Bottle Coke Zero Sugar (Glass) 8 oz,coke,0
Wild Cherry Pepsi 20 oz,pepsi,1
PEPSI - ZERO - 20OZ,pepsi,1
BVC - Diet Pepsi 20Oz Btl,pepsi,1
Pepsi Zero Cherry,pepsi,1
BVC - Can Mountain Dew 1,pepsi,1
Diet Coke 20 fl oz,coke,0
BVC Bottle Pepsi 20oz,pepsi,1
2 for 3.5 Pepsi Promo,pepsi,1
BVC- Soda 20 oz Canada dry Pomagranite Cherry,canada dry,2
Mtn Dew Diet Code Red 20oz,pepsi,1
COKE 20 OZ,coke,0
coke 12oz,coke,0
CFA Fountain Diet Coke L,coke,0
BVC - Bottle Mtn Dew Zero Spark,pepsi,1
Pepsi Zero 12oz. can,pepsi,1
BVC - Bottle Canada Dry Ginger Ale Lemonade 20oz,canada dry,2
Diet Coke 20oz - Create,coke,0
BVC - Can Diet Coke Classic 16oz(1),coke,0
Caffeine Free Diet Coke,coke,0
BVC Coke 20oz vanilla(1),coke,0
BVC- Coke Zero Can 12 oz.(2),coke,0
Bottle Mountain Dew Dark Berry,pepsi,1
COKE zero 20 0Z,coke,0
Coke Zero 0,coke,0
Coca Cola Energy Coke Cherry 12o,coke,0
Mountain Dew 16oz,pepsi,1
BVC Coke 20ozDiet Caffeine,coke,0
Pepsi Real Sugar 12oz,pepsi,1
BVR - Pepsi Wild Cherry Diet 20oz,pepsi,1
DIET COKE 20 0Z,coke,0
BVC - Can Pepsi 12oz,pepsi,1
bottle pepsi diet cherry,pepsi,1
Coke Cherry,coke,0
BVC - Can Wild Cherry Pepsi 16oz,pepsi,1
BVC - Can Pepsi 12oz,pepsi,1
Coca Cola Marshmellow 12 oz Can,coke,0
BVC - Coca Cola Coke with Coffee,coke,0
Cherry vanilla Coke,coke,0
mountain dew live wire ,pepsi,1
Coca Cola Caffeine Free ,coke,0
Coca cola Zero 12oz1,coke,0
Pepsi Mango,pepsi,1
Speedster - Coke Zero 20oz,coke,0
Canada Dry Pomegranate Cherry Sparkling Water 20oz,canada dry,2
Can Coke Diet Feisty Cherry 12oz,coke,0
BVC - Bottle Diet Mountain Dew Z,pepsi,1
mtn dew blast,pepsi,1
Cherry COke 20 oz bottle ,coke,0
Add a 20oz Pepsi,pepsi,1
Can Diet Coke Blueberry Acai 12oz,coke,0
Cherry Vanilla Zero Sugar Coke,coke,0
Canada Dry Green Tea Gin,canada dry,2
Bottle Pepsi Zero Sugar Cherry 20oz,pepsi,1
BVC - Coke Zero can 12oz,coke,0
Coke C1,coke,0
Mtn Dew Zero Sugar 12oz,pepsi,1
BOTTLE PEPSI DIET 20 oz,pepsi,1
Diet Coke Caffeine Free 20 oz.,coke,0
BVC Bottle Mountain Dew Major Melon 20z,pepsi,1
Can Diet Pepsi,pepsi,1
Pepsi Zero Sugar 20 oz bottle ,pepsi,1
Diet Coke Zesty Blood Orange 12oz,coke,0
Pepsi Cherry Zero Sugar 20 oz,pepsi,1
"Retail Diet Coke 12oz, 1",coke,0
Coke 20oz 2 for $3,coke,0
canada dry diet,canada dry,2
"BVC - Pepsi Nitro Draft Cola, 13.65oz",pepsi,1
Coke 16 oz ,coke,0
BVC - Mountain Dew Liberty Brew,pepsi,1
orange vanilla coke,coke,0
mtn dew,pepsi,1
Cherry Coke 12oz,coke,0
Wild Cherry Pepsi - 20oz,pepsi,1
Soda Coke Cherry 20oz Bottle,coke,0
Bottle Coca Cola Starlight,coke,0
20 oz Pepsi Bottle,pepsi,1
BVC - Bottle Mountain Dew Baja Punch 20oz,pepsi,1
BVC - Coca Cola Orange Vanilla Zero Sugar 20oz,coke,0
Bev can Pepsi,pepsi,1
pepsi mango,pepsi,1
Pepsi Can 16oz Nitro,pepsi,1
CHERRY COKE 20oz,coke,0
Coke w/Coffee 2 for $4,coke,0
BVC - Coke_Orange Vanilla (20 oz Bottle),coke,0
Caffiene Free Diet Pepsi,pepsi,1
BVC - Bottle Coke Zero Orange vanilla,coke,0
Diet Coke (12oz can),coke,0
BVC - Can Coke Zero 12oz,coke,0
Canada Dry Black Cherry,canada dry,2
Bottle Mountain Dew Diet 20oz Bottle,pepsi,1
SW Diet Coke,coke,0
BVC - Canada Dry Ginger Ale Diet,canada dry,2
Coke 12 Oz,coke,0
Canada Dry Lemon Lime,canada dry,2
Coke Zero Vanilla Cherry 13oz,coke,0
Dt Pepsi Cherry Can,pepsi,1
COKE- Cherry Coke,coke,0
Soda Can Diet Mountain Dew,pepsi,1
canada dry ginger ale,canada dry,2
Mtn Dew Baja Blast,pepsi,1
bvc - bottle coke classic 20oz,coke,0
Pepsi 20 0z.,pepsi,1
Coke Coffee 12 oz(1),coke,0
Pepsi 2/$3,pepsi,1
BVC - Soda Coke Zero Sugar 7.5 o,coke,0
Coke Zero 20oz - Create,coke,0
Soda Coke Lg Glass Bottle,coke,0
Coca Cola w Coffee Energy Dark B,coke,0
Canada Dry Lemon Lime Sparkling,canada dry,2
Mountain Dew Voodoo,pepsi,1
Pepsi 10.00,pepsi,1
BVC - orange vanilla coke,coke,0
Mountain Dew Spark Zero 20oz,pepsi,1
Pepsi 20oz any flavor,pepsi,1
Coke regular,coke,0
Soda Mountain Dew Merry ,pepsi,1
Pepsi Nitro Vanilla 13.65 Oz,pepsi,1
Pepsi Product 2 x $2.5,pepsi,1
Coke Zero - can,coke,0
Coke Coffee Vanilla Zero sugar,coke,0
BVC - Can Coke 12oz,coke,0
Mountain Dew Baja Blast Zero,pepsi,1
BVC Coke Cherry,coke,0
BVC - Canada Dry Triple Berry,canada dry,2
Mtn Dew KickStart Pineapple Orange Mango,pepsi,1
BVC - Bottle Coke Zero Cherry Va,coke,0
Diet Pepsi Caffein Free 12 oz can,pepsi,1
diet coke 12 oz can,coke,0
Pepsi Wild Cherry Diet,pepsi,1
Mtn Dew zero sugar,pepsi,1
Cherry Coke Zero Case 24oz,coke,0
COKE with COFFEE 12oz CAN (all f,coke,0
M NSM Diet Coke CAN 16 F,coke,0
Bev- 20oz Coke Zero,coke,0
Diet Coke 20oz Bottles,coke,0
20 oz. bottled Coke/Pepsi,coke,0
Large Diet CokeÂ®,coke,0
Pepsi Nitro 13.65oz.,pepsi,1
Energy Coke,coke,0
BVC - Bottle Zero Pepsi  cherry ,pepsi,1
MTN DEW BAJA BLAST,pepsi,1
Mtn dew white out 20 oz,pepsi,1
Mtn Dew VooDew 20oz.,pepsi,1
Pepsi Max 20oz 2 for $2.,pepsi,1
Pepsi Diet Can 12oz,pepsi,1
BVC Coke Zero Bouteille,coke,0
BVC - Bottle Pepsi Life W,pepsi,1
Mtn Dew Baja Blast Zero 20 oz,pepsi,1
Coke Zero Cherry Can 12oz,coke,0
Pepsi Nitro Draft Cola 13.65 Oz,pepsi,1
BVC - Bottle Mountain Dew Spark Rasp Lemonade 20oz,pepsi,1
BVC - Can Pepsi Regular 12oz,pepsi,1
Canada Dry Cranberry Ginger Ale 20oz,canada dry,2
Coke with Coffee,coke,0
Coca Cola Starlight 20oz,coke,0
BVC - Bottle Pepsi Life Water li,pepsi,1
Coke-20oz,coke,0
Pepsi     12oz Can,pepsi,1
Coke Original 20 oz.,coke,0
Soda Coke Starlight 20oz Bottle,coke,0
BVC - CokeFree Style24oz,coke,0
Diet pepsi,pepsi,1
Coke Products 16oz.,coke,0
MTN Dew 20oz Baja Blast Gold,pepsi,1
Bottle Mountain Dew,pepsi,1
Bottle Coke Diet 20,coke,0
Soda 20oz Coke Diet,coke,0
Mtn Dew LiveWire,pepsi,1
BVC - Pepsi Diet 20 oz,pepsi,1
coke cherry vanilla zero 12oz,coke,0
NITRO Pepsi,pepsi,1
1893 Original Cola - Pepsi - 12oz,pepsi,1
BVC - Bottle mountain dew zero sugar major melon,pepsi,1
Wild Cherry Pepsi Zero,pepsi,1
Canada dry Green tea 12 Oz.,canada dry,2
Bottle Pepsi Mt Dew Strawberry Energy(1),pepsi,1
